Name,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,Education,DistanceFromHome,BusinessTravel,TrainingTimesLastYear,TasksCompletedLastMonth,TasksCompletedNextMonth
Samantha Gardner,30,Male,R&D,Sales Executive,17604,12,5,Yes,3,4,2,5,27,Travel_Rarely,3,25,22
Bobby Guerrero,53,Male,Sales,Analyst,15582,4,7,Yes,4,4,4,4,5,Travel_Rarely,0,47,42
Lance Simmons,47,Female,HR,Developer,11837,16,7,Yes,1,4,6,2,4,Non-Travel,2,37,39
Heather Williams,32,Female,R&D,Analyst,16128,0,12,Yes,2,3,9,1,19,Travel_Rarely,6,21,20
Heather Bolton,26,Other,Sales,Analyst,15689,19,5,Yes,1,4,3,2,11,Travel_Frequently,5,33,37
William Gould,42,Other,R&D,Developer,13916,4,0,Yes,1,3,7,2,15,Non-Travel,6,20,17
Mark Cox,54,Male,HR,Manager,18447,22,2,Yes,4,4,2,2,8,Non-Travel,3,25,25
Meghan Cisneros,43,Female,HR,Analyst,3924,1,8,No,1,3,5,5,8,Non-Travel,6,20,22
Lawrence Harrington,44,Other,HR,Developer,19218,1,0,No,4,3,0,4,18,Travel_Frequently,6,45,41
Austin Osborne,53,Male,R&D,Analyst,5562,14,12,Yes,2,2,4,4,20,Non-Travel,1,35,32
James Bradley,29,Female,Sales,Sales Executive,11521,29,0,Yes,1,4,8,4,22,Non-Travel,6,16,19
Meghan Rush,41,Male,HR,Manager,13826,20,12,Yes,2,2,8,1,21,Non-Travel,0,34,37
Phillip Berry,49,Male,HR,Sales Executive,6306,17,4,Yes,4,3,9,5,7,Non-Travel,0,46,43
