Name,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,Education,DistanceFromHome,BusinessTravel,TrainingTimesLastYear,TasksCompletedLastMonth,TasksCompletedNextMonth
Brenda Perez,46,Other,HR,Manager,7631,10,4,Yes,2,4,4,1,22,Non-Travel,4,19,15
Carlos Miller,52,Female,Sales,Analyst,16504,14,6,No,3,4,9,4,13,Travel_Frequently,4,34,35
Rachel Jones,59,Female,Sales,Manager,7066,22,4,Yes,4,3,7,4,24,Non-Travel,6,47,49
Nicole Williams,25,Other,R&D,Sales Executive,16252,4,9,Yes,3,4,2,2,25,Non-Travel,0,19,18
Ricky Palmer,44,Other,R&D,Analyst,16507,25,6,Yes,2,3,0,2,2,Travel_Rarely,6,33,35
Bryan King,58,Female,Sales,Developer,10394,3,12,Yes,2,3,0,2,8,Non-Travel,0,24,21
Michael Webster,45,Other,R&D,Developer,9490,4,1,No,2,3,8,4,19,Travel_Rarely,5,19,15
Tamara Harris,35,Female,HR,Sales Executive,11764,19,3,No,4,1,6,4,8,Travel_Frequently,5,43,46
Cathy Bell,32,Female,R&D,Manager,11190,25,7,Yes,1,4,0,1,19,Travel_Frequently,5,27,27
Ryan Mcmahon,28,Male,Sales,Developer,14043,14,11,Yes,1,4,2,4,26,Travel_Rarely,2,41,36
Hannah Martin,44,Male,R&D,Sales Executive,6099,28,10,Yes,4,4,7,3,8,Travel_Frequently,5,46,43
Monica Allen,58,Male,HR,Manager,6182,9,9,No,4,1,7,3,30,Travel_Rarely,2,49,45
Annette Lane,49,Other,HR,Manager,12319,0,10,No,4,1,4,1,20,Travel_Frequently,2,20,17
